scian_2023,nombre
435419,"Comercio al por mayor de otra maquinaria y equipo de uso general (comercio al por mayor por internet de equipo industrial de alta seguridad, patines de carga, gatos hidráulicos, extintores, tanques estacionarios de gas, montacargas, escaleras eléctricas y contenedores de uso industrial, equipo para soldar y otro equipo de uso general n.c.p.*)"
437311,Intermediación de comercio al por mayor de productos agropecuarios 
437312,"Intermediación de comercio al por mayor de productos para la industria, el comercio y los servicios "
437313,Intermediación de comercio al por mayor de productos de uso doméstico y personal 
431220,"Comercio al por mayor de cigarros, puros y tabaco (comercio al por mayor de tabaco sin procesar)"
432113,Comercio al por mayor de cueros y pieles (comercio al por mayor de cueros y pieles)
434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra (comercio al por mayor de semillas para siembra)"
434112,"Comercio al por mayor de medicamentos veterinarios y alimentos para animales, excepto mascotas (comercio al por mayor de alimento para animales)"
434228,Comercio al por mayor de ganado y aves en pie (comercio al por mayor de ganado y aves en pie)
431121,Comercio al por mayor de carnes rojas (comercio al por mayor de carnes rojas)
431122,Comercio al por mayor de carne de aves (comercio al por mayor de carne de aves)
431123,Comercio al por mayor de pescados y mariscos (comercio al por mayor de pescados y mariscos)
431130,Comercio al por mayor de frutas y verduras frescas (comercio al por mayor de frutas y verduras frescas)
431140,Comercio al por mayor de huevo (comercio al por mayor de huevo)
431150,"Comercio al por mayor de semillas y granos alimenticios, especias y chiles secos (comercio al por mayor de semillas y granos alimenticios, especias y chiles secos)"
431160,Comercio al por mayor de leche y otros productos lácteos (comercio al por mayor de leche y otros productos lácteos)
431170,Comercio al por mayor de embutidos (comercio al por mayor de embutidos)
431180,Comercio al por mayor de dulces y materias primas para repostería (comercio al por mayor de dulces y materias primas para repostería)
431191,Comercio al por mayor de pan y pasteles (comercio al por mayor de pan y pasteles)
431192,Comercio al por mayor de botanas y frituras (comercio al por mayor de botanas y frituras)
431193,Comercio al por mayor de conservas alimenticias (comercio al por mayor de conservas alimenticias)
431194,Comercio al por mayor de miel (comercio al por mayor de miel)
431199,"Comercio al por mayor de otros alimentos (comercio al por mayor de paletas de hielo, helados, nieves, gelatinas, flanes, budines, y otros alimentos para consumo humano n.c.p.*)"
431211,Comercio al por mayor de bebidas no alcohólicas y hielo (comercio al por mayor de bebidas no alcohólicas y hielo)
431212,Comercio al por mayor de vinos y licores (comercio al por mayor de vinos y licores)
431213,Comercio al por mayor de cerveza (comercio al por mayor de cerveza)
431220,"Comercio al por mayor de cigarros, puros y tabaco (comercio al por mayor de productos de tabaco)"
432111,"Comercio al por mayor de fibras, hilos y telas (comercio al por mayor de fibras, hilos y telas)"
432112,Comercio al por mayor de blancos (comercio al por mayor de blancos)
432119,"Comercio al por mayor de otros productos textiles (comercio al por mayor de etiquetas, banderas, estandartes, cierres, pasamanería, productos tejidos de fibras duras naturales, productos de pelo natural o sintético, y otros productos textiles n.c.p.*)"
432120,"Comercio al por mayor de ropa, bisutería y accesorios de vestir (comercio al por mayor de ropa, bisutería y accesorios de vestir)"
432130,Comercio al por mayor de calzado (comercio al por mayor de calzado)
433110,Comercio al por mayor de productos farmacéuticos (comercio al por mayor de productos farmacéuticos)
433210,Comercio al por mayor de artículos de perfumería y cosméticos (comercio al por mayor de artículos de perfumería y cosméticos)
433220,Comercio al por mayor de artículos de joyería y relojes (comercio al por mayor de artículos de joyería y relojes)
433311,Comercio al por mayor de grabaciones de audio y video en medios físicos (comercio al por mayor de cintas y discos de audio y video en medios físicos grabados)
433312,Comercio al por mayor de juguetes y bicicletas (comercio al por mayor de juguetes y bicicletas)
433313,Comercio al por mayor de artículos y aparatos deportivos (comercio al por mayor de artículos y aparatos deportivos)
433410,Comercio al por mayor de artículos de papelería (comercio al por mayor de artículos de papelería)
433420,Comercio al por mayor de libros (comercio al por mayor de libros)
433430,Comercio al por mayor de revistas y periódicos (comercio al por mayor de revistas y periódicos)
433510,Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca (comercio al por mayor de electrodomésticos menores y aparatos de línea blanca)
434240,Comercio al por mayor de artículos desechables (comercio al por mayor de artículos desechables)
435311,"Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía (comercio al por mayor de equipo fotográfico)"
435313,"Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio (comercio al por mayor de instrumental médico y ortopédico)"
435411,"Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo [venta al por mayor de ordenadores (computadoras), equipo periférico y programas de informática]"
433311,Comercio al por mayor de grabaciones de audio y video en medios físicos (comercio al por mayor de grabaciones de audio y video en medios físicos sin grabar)
435311,"Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía (comercio al por mayor de equipo de telecomunicaciones)"
435411,"Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo (comercio al por mayor de componentes electrónicos)"
435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca (venta al por mayor de maquinaria, equipo y materiales agropecuarios)"
434225,Comercio al por mayor de equipo y material eléctrico (comercio al por mayor de equipo y material eléctrico)
435210,Comercio al por mayor de maquinaria y equipo para la construcción y la minería (comercio al por mayor de maquinaria y equipo para la construcción y la minería)
435220,Comercio al por mayor de maquinaria y equipo para la industria manufacturera (comercio al por mayor de maquinaria y equipo para la industria manufacturera)
435311,"Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía (comercio al por mayor de cámaras de televisión y de cine)"
435312,Comercio al por mayor de artículos y accesorios para diseño y pintura artística (comercio al por mayor de artículos y accesorios para diseño y pintura artística)
435313,"Comercio al por mayor de mobiliario, equipo e instrumental médico y de laboratorio (comercio al por mayor de equipo médico profesional)"
435319,"Comercio al por mayor de maquinaria y equipo para otros servicios y para actividades comerciales (comercio al por mayor de rebanadoras, básculas, refrigeradores comerciales, estantería, vitrinas, parrillas, asadores, hornos, máquinas tragamonedas, equipo para salones de belleza, peluquerías, maniquíes, y otra maquinaria y equipo para servicios y actividades comerciales n.c.p.*)"
435411,"Comercio al por mayor de mobiliario, equipo, y accesorios de cómputo (comercio al por mayor de mobiliario para equipo de cómputo)"
435412,Comercio al por mayor de mobiliario y equipo de oficina (comercio al por mayor de mobiliario y equipo de oficina)
435419,"Comercio al por mayor de otra maquinaria y equipo de uso general (comercio al por mayor de equipo industrial de alta seguridad, patines de carga, gatos hidráulicos, extintores, tanques estacionarios de gas, montacargas, escaleras eléctricas y contenedores de uso industrial, y otro equipo de uso general n.c.p.*)"
434230,Comercio al por mayor de combustibles (comercio al por mayor de combustibles)
468419,"Comercio al por menor de otros combustibles (comercio al por menor de petróleo diáfano, carbón vegetal y leña)"
434221,Comercio al por mayor de materiales metálicos para la construcción y la manufactura (venta al por mayor de metales y minerales metalíferos)
434211,"Comercio al por mayor de cemento, tabique y grava (comercio al por mayor de cemento, tabique y grava)"
434219,"Comercio al por mayor de otros materiales para la construcción, excepto de madera y metálicos (comercio al por mayor de productos de asfalto, láminas de acrílico y de asbesto, paneles de yeso, y otros materiales para la construcción n.c.p.*)"
434224,Comercio al por mayor de madera para la construcción y la industria (comercio al por mayor de madera para la construcción y la industria)
434226,Comercio al por mayor de pintura (comercio al por mayor de pintura)
434227,Comercio al por mayor de vidrios y espejos (comercio al por mayor de vidrios y espejos)
434229,"Comercio al por mayor de otras materias primas para otras industrias (comercio al por mayor de herrajes y chapas, tanques de gas, calderas, y otros productos para la industria en general n.c.p.*)"
435419,Comercio al por mayor de otra maquinaria y equipo de uso general (comercio al por mayor de equipo para soldar)
434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra (comercio al por mayor de fertilizantes y plaguicidas agrícolas)"
434112,"Comercio al por mayor de medicamentos veterinarios y alimentos para animales, excepto mascotas (comercio al por mayor de medicamentos veterinarios)"
434222,Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial (comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial)
434223,"Comercio al por mayor de envases en general, papel y cartón para la industria (comercio al por mayor de envases en general, papel y cartón para la industria)"
434311,Comercio al por mayor de desechos metálicos (comercio al por mayor de desechos metálicos)
434312,Comercio al por mayor de desechos de papel y de cartón (comercio al por mayor de desechos de papel y de cartón)
434313,Comercio al por mayor de desechos de vidrio (comercio al por mayor de desechos de vidrio)
434314,Comercio al por mayor de desechos de plástico (comercio al por mayor de desechos de plástico)
434319,"Comercio al por mayor de otros materiales de desecho (comercio al por mayor de madera, polietileno, fibras textiles, y otros materiales de desecho para reciclaje n.c.p.*)"
431110,Comercio al por mayor de abarrotes (venta al por mayor no especializada)
461110,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas (comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas)"
462111,Comercio al por menor en supermercados (comercio al por menor en supermercados)
462112,Comercio al por menor en minisupers (comercio al por menor en minisupers)
462210,Comercio al por menor en tiendas departamentales (comercio al por menor en tiendas departamentales)
464112,Farmacias con minisúper (comercio al por menor en farmacias con minisúper)
461121,Comercio al por menor de carnes rojas (comercio al por menor de carnes rojas en comercios especializados)
461122,Comercio al por menor de carne de aves (comercio al por menor de carne de aves en comercios especializados)
461123,Comercio al por menor de pescados y mariscos (comercio al por menor de pescados y mariscos en comercios especializados)
461130,Comercio al por menor de frutas y verduras frescas (comercio al por menor de frutas y verduras frescas en comercios especializados)
461140,"Comercio al por menor de semillas y granos alimenticios, especias y chiles secos (comercio al por menor de semillas y granos alimenticios, especias y chiles secos en comercios especializados)"
461150,"Comercio al por menor de leche, otros productos lácteos y embutidos (comercio al por menor de leche, otros productos lácteos y embutidos en comercios especializados)"
461160,Comercio al por menor de dulces y materias primas para repostería (comercio al por menor de dulces y materias primas para repostería en comercios especializados)
461170,Comercio al por menor de paletas de hielo y helados (comercio al por menor de paletas de hielo y helados en comercios especializados)
461190,"Comercio al por menor de otros alimentos (comercio al por menor de pan, pasteles, botanas, tortillas, y otros productos alimenticios en comercios especializados n.c.p.*)"
461211,Comercio al por menor de vinos y licores (comercio al por menor de vinos y licores en comercios especializados)
461212,Comercio al por menor de cerveza (comercio al por menor de cerveza en comercios especializados)
461213,Comercio al por menor de bebidas no alcohólicas y hielo (comercio al por menor de bebidas no alcohólicas y hielo en comercios especializados)
461220,"Comercio al por menor de cigarros, puros y tabaco (venta al por menor de productos de tabaco en comercios especializados)"
468411,Comercio al por menor de gasolina y diésel (comercio al por menor de gasolina y diésel en comercios especializados)
468413,Comercio al por menor de gas LP en estaciones de carburación (comercio al por menor de gas LP en estaciones de carburación)
468414,Comercio al por menor en estaciones de gas natural vehicular (comercio al por menor en estaciones de gas natural vehicular)
468420,"Comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor (comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor en comercios especializados)"
466211,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo (comercio al por menor de equipo y accesorios de cómputo en comercios especializados)"
466212,Comercio al por menor de teléfonos y otros aparatos de comunicación (comercio al por menor de teléfonos y otros aparatos de comunicación en comercios especializados)
466112,Comercio al por menor de electrodomésticos menores y aparatos de línea blanca (venta al por menor de equipo de sonido y de video en comercios especializados)
463111,Comercio al por menor de telas (comercio al por menor de telas en comercios especializados)
463113,Comercio al por menor de artículos de mercería y bonetería (comercio al por menor de artículos de artículos de mercería y bonetería en comercios especializados)
467111,Comercio al por menor en ferreterías y tlapalerías (comercio al por menor en ferreterías y tlapalerías)
467112,Comercio al por menor de pisos y recubrimientos cerámicos (comercio al por menor de pisos y recubrimientos cerámicos en comercios especializados)
467113,Comercio al por menor de pintura (comercio al por menor de pintura en comercios especializados)
467114,Comercio al por menor de vidrios y espejos (comercio al por menor de vidrios y espejos en comercios especializados)
467116,Comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas (comercio al por menor de materiales para la construcción en tiendas de autoservicio especializadas)
467117,Comercio al por menor de artículos para albercas y otros artículos (comercio al por menor de artículos para albercas y otros artículos en comercios especializados)
466311,"Comercio al por menor de alfombras, cortinas, tapices y similares (venta al por menor de tapices, alfombras y cubrimientos para paredes y pisos en comercios especializados)"
465216,Comercio al por menor de instrumentos musicales (comercio al por menor de instrumentos musicales en comercios especializados)
466111,Comercio al por menor de muebles para el hogar (comercio al por menor de muebles para el hogar en comercios especializados)
466112,Comercio al por menor de electrodomésticos menores y aparatos de línea blanca (comercio al por menor de electrodomésticos menores y aparatos de línea blanca en comercios especializados)
466114,"Comercio al por menor de cristalería, loza y utensilios de cocina (comercio al por menor de cristalería, loza y utensilios de cocina en comercios especializados)"
466211,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo (comercio al por menor de mobiliario para equipo de cómputo)"
466314,Comercio al por menor de lámparas ornamentales y candiles (comercio al por menor de lámparas ornamentales y candiles en comercios especializados)
465311,Comercio al por menor de artículos de papelería (comercio al por menor de artículos de papelería en comercios especializados)
465312,Comercio al por menor de libros (comercio al por menor de libros en comercios especializados)
465313,Comercio al por menor de revistas y periódicos (comercio al por menor de revistas y periódicos en comercios especializados)
465211,Comercio al por menor de grabaciones de audio y video en medios físicos (venta al por menor de grabaciones de música y de video en comercios especializados)
465215,Comercio al por menor de artículos y aparatos deportivos (venta al por menor de equipo de deporte en comercios especializados)
465212,Comercio al por menor de juguetes (comercio al por menor de juguetes en comercios especializados)
465213,Comercio al por menor de bicicletas y triciclos (comercio al por menor de bicicletas y triciclos en comercios especializados)
463112,Comercio al por menor de blancos (comercio al por menor de blancos en comercios especializados)
463211,"Comercio al por menor de ropa, excepto de bebé y lencería (comercio al por menor de ropa, excepto de bebé y lencería en comercios especializados)"
463212,Comercio al por menor de ropa de bebé (comercio al por menor de ropa de bebé en comercios especializados)
463213,Comercio al por menor de lencería (comercio al por menor de lencería en comercios especializados)
463214,"Comercio al por menor de disfraces, trajes típicos y vestidos de novia (comercio al por menor de disfraces, trajes típicos y vestidos de novia en comercios especializados)"
463215,Comercio al por menor de bisutería y accesorios de vestir (comercio al por menor de bisutería y accesorios de vestir en comercios especializados)
463216,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales (comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales en comercios especializados)
463217,Comercio al por menor de pañales desechables (comercio al por menor de pañales desechables en comercios especializados)
463218,Comercio al por menor de sombreros (comercio al por menor de sombreros en comercios especializados)
463310,Comercio al por menor de calzado (comercio al por menor de calzado en comercios especializados)
464111,Farmacias sin minisúper (comercio al por menor en farmacias sin minisúper)
464113,"Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios (comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios en comercios especializados)"
464122,Comercio al por menor de artículos ortopédicos (comercio al por menor de artículos ortopédicos en comercios especializados)
465111,Comercio al por menor de artículos de perfumería y cosméticos (comercio al por menor de artículos de perfumería y cosméticos en comercios especializados)
464121,Comercio al por menor de lentes (comercio al por menor de lentes en comercios especializados)
465112,Comercio al por menor de artículos de joyería y relojes (comercio al por menor de artículos de joyería y relojes en comercios especializados)
465214,Comercio al por menor de equipo y material fotográfico (comercio al por menor de equipo y material fotográfico en comercios especializados)
465911,Comercio al por menor de mascotas y sus accesorios (comercio al por menor de mascotas en comercios especializados)
465912,Comercio al por menor de regalos (comercio al por menor de regalos en comercios especializados)
465913,Comercio al por menor de artículos religiosos (comercio al por menor de artículos religiosos en comercios especializados)
465914,Comercio al por menor de artículos desechables (comercio al por menor de artículos desechables en comercios especializados)
465915,Comercio al por menor en tiendas de artesanías (comercio al por menor en tiendas de artesanías)
465919,Comercio al por menor de otros artículos de uso personal (comercio al por menor de ataúdes y otros artículos de uso personal en comercios especializados n.c.p.*)
466113,Comercio al por menor de muebles para jardín (comercio al por menor de muebles para jardín en comercios especializados)
466312,Comercio al por menor de plantas y flores naturales (comercio al por menor de plantas y flores naturales en comercios especializados)
466313,Comercio al por menor de antigüedades y obras de arte (comercio al por menor de antigüedades y obras de arte en comercios especializados)
466319,"Comercio al por menor de otros artículos para la decoración de interiores (comercio al por menor de objetos de porcelana y cerámica, y otros artículos para la decoración de interiores en comercios especializados n.c.p.*)"
467115,Comercio al por menor de artículos para la limpieza (comercio al por menor de artículos para la limpieza en comercios especializados)
466410,Comercio al por menor de artículos usados (venta al por menor de artículos de segunda mano)
461121,Comercio al por menor de carnes rojas (comercio al por menor de carnes rojas en puestos de venta y mercados)
461122,Comercio al por menor de carne de aves (comercio al por menor de carne de aves en puestos de venta y mercados)
461123,Comercio al por menor de pescados y mariscos (comercio al por menor de pescados y mariscos en puestos de venta y mercados)
461130,Comercio al por menor de frutas y verduras frescas (comercio al por menor de frutas y verduras frescas en puestos de venta y mercados)
461140,"Comercio al por menor de semillas y granos alimenticios, especias y chiles secos (comercio al por menor de semillas y granos alimenticios, especias y chiles secos en puestos de venta y mercados)"
461150,"Comercio al por menor de leche, otros productos lácteos y embutidos (comercio al por menor de leche, otros productos lácteos y embutidos en puestos de venta y mercados)"
461160,Comercio al por menor de dulces y materias primas para repostería (comercio al por menor de dulces y materias primas para repostería en puestos de venta y mercados)
461170,Comercio al por menor de paletas de hielo y helados (comercio al por menor de paletas de hielo y helados en puestos de venta y mercados)
461190,"Comercio al por menor de otros alimentos (comercio al por menor de pan, pasteles, botanas, tortillas, y otros alimentos en puestos de venta y mercados)"
461211,Comercio al por menor de vinos y licores (comercio al por menor de vinos y licores en puestos de venta y mercados)
461212,Comercio al por menor de cerveza (comercio al por menor de cerveza en puestos de venta y mercados)
461213,Comercio al por menor de bebidas no alcohólicas y hielo (comercio al por menor de bebidas no alcohólicas y hielo en puestos de venta y mercados)
461220,"Comercio al por menor de cigarros, puros y tabaco (comercio al por menor de cigarros, puros y tabaco en puestos de venta y mercados)"
463111,Comercio al por menor de telas (comercio al por menor de telas en puestos de venta y mercados)
463112,Comercio al por menor de blancos (comercio al por menor de blancos en puestos de venta y mercados)
463113,Comercio al por menor de artículos de mercería y bonetería (comercio al por menor de artículos de mercería y bonetería en puestos de venta y mercados)
463211,"Comercio al por menor de ropa, excepto de bebé y lencería (comercio al por menor de ropa, excepto de bebé y lencería en puestos de venta y mercados)"
463212,Comercio al por menor de ropa de bebé (comercio al por menor de ropa de bebé en puestos de venta y mercados)
463213,Comercio al por menor de lencería (comercio al por menor de lencería en puestos de venta y mercados)
463214,"Comercio al por menor de disfraces, trajes típicos y vestidos de novia (comercio al por menor de disfraces, trajes típicos y vestidos de novia en puestos de venta y mercados)"
463215,Comercio al por menor de bisutería y accesorios de vestir (comercio al por menor de bisutería y accesorios de vestir en puestos de venta y mercados)
463216,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales (comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales en puestos de venta y mercados)
463217,Comercio al por menor de pañales desechables (comercio al por menor de pañales desechables en puestos de venta y mercados)
463218,Comercio al por menor de sombreros (comercio al por menor de sombreros en puestos de venta y mercados)
463310,Comercio al por menor de calzado (comercio al por menor de calzado en puestos de venta y mercados)
464113,"Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios (comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios en puestos de venta y mercados)"
464121,Comercio al por menor de lentes (comercio al por menor de lentes en puestos de venta y mercados)
465111,Comercio al por menor de artículos de perfumería y cosméticos (comercio al por menor de artículos de perfumería y cosméticos en puestos de venta y mercados)
465112,Comercio al por menor de artículos de joyería y relojes (comercio al por menor de artículos de joyería y relojes en puestos de venta y mercados)
465211,Comercio al por menor de grabaciones de audio y video en medios físicos (comercio al por menor de grabaciones de audio y video en medios físicos en puestos de venta y mercados)
465212,Comercio al por menor de juguetes (comercio al por menor de juguetes en puestos de venta y mercados)
465213,Comercio al por menor de bicicletas y triciclos (comercio al por menor de bicicletas y triciclos en puestos de venta y mercados)
465214,Comercio al por menor de equipo y material fotográfico (comercio al por menor de equipo y material fotográfico en puestos de venta y mercados)
465215,Comercio al por menor de artículos y aparatos deportivos (comercio al por menor de artículos y aparatos deportivos en puestos de venta y mercados)
465216,Comercio al por menor de instrumentos musicales (comercio al por menor de instrumentos musicales en puestos de venta y mercados)
465311,Comercio al por menor de artículos de papelería (comercio al por menor de artículos de papelería en puestos de venta y mercados)
465312,Comercio al por menor de libros (comercio al por menor de libros en puestos de venta y mercados)
465313,Comercio al por menor de revistas y periódicos (comercio al por menor de revistas y periódicos en puestos de venta y mercados)
465911,Comercio al por menor de mascotas y sus accesorios (comercio al por menor de mascotas y sus accesorios en puestos de venta y mercados)
465912,Comercio al por menor de regalos (comercio al por menor de regalos en puestos de venta y mercados)
465913,Comercio al por menor de artículos religiosos (comercio al por menor de artículos religiosos en puestos de venta y mercados)
465914,Comercio al por menor de artículos desechables (comercio al por menor de artículos desechables en puestos de venta y mercados)
465919,Comercio al por menor de otros artículos de uso personal (comercio al por menor de otros artículos de uso personal en puestos de venta y mercados n.c.p.*)
466111,Comercio al por menor de muebles para el hogar (comercio al por menor de muebles para el hogar en puestos de venta y mercados)
466112,Comercio al por menor de electrodomésticos menores y aparatos de línea blanca (comercio al por menor de electrodomésticos menores y aparatos de línea blanca en puestos de venta y mercados)
466113,Comercio al por menor de muebles para jardín (comercio al por menor de muebles para jardín en puestos de venta y mercados)
466114,"Comercio al por menor de cristalería, loza y utensilios de cocina (comercio al por menor de cristalería, loza y utensilios de cocina en puestos de venta y mercados)"
466211,"Comercio al por menor de mobiliario, equipo y accesorios de cómputo (comercio al por menor de mobiliario, equipo y accesorios de cómputo en puestos de venta y mercados)"
466212,Comercio al por menor de teléfonos y otros aparatos de comunicación (comercio al por menor de teléfonos y otros aparatos de comunicación en puestos de venta y mercados)
466311,"Comercio al por menor de alfombras, cortinas, tapices y similares (comercio al por menor de alfombras, cortinas, tapices y similares en puestos de venta y mercados)"
466312,Comercio al por menor de plantas y flores naturales (comercio al por menor de plantas y flores naturales en puestos de venta y mercados)
466313,Comercio al por menor de antigüedades y obras de arte (comercio al por menor de antigüedades y obras de arte en puestos de venta y mercados)
466314,Comercio al por menor de lámparas ornamentales y candiles (comercio al por menor de lámparas ornamentales y candiles en puestos de venta y mercados)
466319,"Comercio al por menor de otros artículos para la decoración de interiores (comercio al por menor de objetos de porcelana y cerámica, y otros artículos para la decoración de interiores en puestos de venta y mercados n.c.p.*)"
466410,Comercio al por menor de artículos usados (comercio al por menor de artículos usados en puestos de venta y mercados)
467113,Comercio al por menor de pintura (comercio al por menor de pintura en puestos de venta y mercados)
467114,Comercio al por menor de vidrios y espejos (comercio al por menor de espejos en puestos de venta y mercados)
467115,Comercio al por menor de artículos para la limpieza (comercio al por menor de artículos para la limpieza en puestos de venta y mercados)
468420,"Comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor (comercio al por menor de aceites y grasas lubricantes, aditivos y similares para vehículos de motor en puestos de venta y mercados)"
461110,"Comercio al por menor en tiendas de abarrotes, ultramarinos y misceláneas (comercio al por menor por internet en tiendas de abarrotes, ultramarinos y misceláneas)"
461121,Comercio al por menor de carnes rojas (comercio al por menor por internet de carnes rojas)
461122,Comercio al por menor de carne de aves (comercio al por menor por internet de carne de aves)
461123,Comercio al por menor de pescados y mariscos (comercio al por menor por internet de pescados y mariscos)
461130,Comercio al por menor de frutas y verduras frescas (comercio al por menor por internet de frutas y verduras frescas)
461140,"Comercio al por menor de semillas y granos alimenticios, especias y chiles secos (comercio al por menor por internet de semillas y granos alimenticios, especias y chiles secos)"
461150,"Comercio al por menor de leche, otros productos lácteos y embutidos (comercio al por menor por internet de leche, otros productos lácteos y embutidos)"
461160,Comercio al por menor de dulces y materias primas para repostería (comercio al por menor por internet de dulces y materias primas para repostería)
461170,Comercio al por menor de paletas de hielo y helados (comercio al por menor por internet de paletas de hielo y helados )
461190,"Comercio al por menor de otros alimentos (comercio al por menor por internet de pan, pasteles, botanas, tortillas, y otros productos alimenticios)"
461211,Comercio al por menor de vinos y licores (comercio al por menor por internet de vinos y licores)
461212,Comercio al por menor de cerveza (comercio al por menor por internet de cerveza)
461213,Comercio al por menor de bebidas no alcohólicas y hielo (comercio al por menor por internet de bebidas no alcohólicas y hielo)
461220,"Comercio al por menor de cigarros, puros y tabaco (comercio al por menor por internet de cigarros, puros y tabaco)"
462111,Comercio al por menor en supermercados (comercio al por menor por internet en supermercados)
462112,Comercio al por menor en minisupers (comercio al por menor por internet en minisupers)
462210,Comercio al por menor en tiendas departamentales (comercio al por menor por internet en tiendas departamentales)
463111,Comercio al por menor de telas (comercio al por menor por internet de telas)
463112,Comercio al por menor de blancos (comercio al por menor por internet de blancos)
463113,Comercio al por menor de artículos de mercería y bonetería (comercio al por menor por internet de artículos de mercería y bonetería)
463211,"Comercio al por menor de ropa, excepto de bebé y lencería (comercio al por menor por internet de ropa, excepto de bebé y lencería)"
463212,Comercio al por menor de ropa de bebé (comercio al por menor por internet de ropa de bebé)
463213,Comercio al por menor de lencería (comercio al por menor por internet de lencería)
463214,"Comercio al por menor de disfraces, trajes típicos y vestidos de novia (comercio al por menor por internet de disfraces, trajes típicos y vestidos de novia)"
463215,Comercio al por menor de bisutería y accesorios de vestir (comercio al por menor por internet de bisutería y accesorios de vestir )
463216,Comercio al por menor de ropa de cuero y piel y de otros artículos de estos materiales (comercio al por menor por internet de ropa de cuero y piel y de otros artículos de estos materiales)
463217,Comercio al por menor de pañales desechables (comercio al por menor por internet de pañales desechables)
463218,Comercio al por menor de sombreros (comercio al por menor por internet de sombreros)
463310,Comercio al por menor de calzado (comercio al por menor por internet de calzado)
464111,Farmacias sin minisúper (comercio al por menor por internet en farmacias sin minisúper)
464112,Farmacias con minisúper (comercio al por menor por internet en farmacias con minisúper)
464113,"Comercio al por menor de productos naturistas, medicamentos homeopáticos y de complementos alimenticios (comercio al por menor por internet de productos naturistas, medicamentos homeopáticos y de complementos alimenticios)"
464121,Comercio al por menor de lentes (comercio al por menor por internet de lentes)
464122,Comercio al por menor de artículos ortopédicos (comercio al por menor por internet de artículos ortopédicos)
465111,Comercio al por menor de artículos de perfumería y cosméticos (comercio al por menor por internet de artículos de perfumería y cosméticos)
465112,Comercio al por menor de artículos de joyería y relojes (comercio al por menor por internet de artículos de joyería y relojes)
465211,Comercio al por menor de grabaciones de audio y video en medios físicos (comercio al por menor por internet de grabaciones de audio y video en medios físicos)
465212,Comercio al por menor de juguetes (comercio al por menor por internet de juguetes)
465213,Comercio al por menor de bicicletas y triciclos (comercio al por menor por internet de bicicletas y triciclos)
465214,Comercio al por menor de equipo y material fotográfico (comercio al por menor por internet de equipo y material fotográfico)
465215,Comercio al por menor de artículos y aparatos deportivos (comercio al por menor por internet de artículos y aparatos deportivos)
465216,Comercio al por menor de instrumentos musicales (comercio al por menor por internet de instrumentos musicales)
465311,Comercio al por menor de artículos de papelería (comercio al por menor por internet de artículos de papelería)
465312,Comercio al por menor de libros (comercio al por menor por internet de libros)
465313,Comercio al por menor de revistas y periódicos (comercio al por menor por internet de revistas y periódicos)
465911,Comercio al por menor de mascotas y sus accesorios (comercio al por menor por internet de mascotas y sus accesorios )
465912,Comercio al por menor de regalos (comercio al por menor por internet de regalos)
465913,Comercio al por menor de artículos religiosos (comercio al por menor por internet de artículos religiosos)
465914,Comercio al por menor de artículos desechables (comercio al por menor por internet por internet de artículos desechables )
465915,Comercio al por menor en tiendas de artesanías (comercio al por menor por internet por internet en tiendas de artesanías)
465919,Comercio al por menor de otros artículos de uso personal (comercio al por menor por internet de otros artículos de uso personal por internet n.c.p.*)
466111,Comercio al por menor de muebles para el hogar (comercio al por menor por internet de muebles para el hogar)
466112,Comercio al por menor de electrodomésticos menores y aparatos de línea blanca (comercio al por menor por internet de electrodomésticos menores y aparatos de línea blanca)
466113,Comercio al por menor de muebles para jardín (comercio al por menor por internet de muebles para jardín)
