hs2012_code_upstream,hs2012_code_downstream
7212,8455
7206,8215
2505,7002
6903,6908
4008,4008
8503,8604
2810,7016
3819,8413
7410,8531
7316,8428
7219,8456
5515,6302
7903,7228
3809,5208
5810,6405
7208,8482
7220,8538
5302,6209
3204,4903
2709,3823
3104,5201
3301,3006
2604,9111
7601,8714
5302,6115
2710,3921
3908,9020
3203,5705
4001,8424
7408,8308
3925,6507
4003,6406
8515,8542
3904,8534
3901,5901
5504,5906
3907,8509
3104,1212
5203,6208
7219,8450
7504,7218
8001,9111
7212,8431
7207,8403
7219,8710
7325,7322
7501,7225
5006,6215
2708,4002
2910,8534
6116,6117
4103,4115
7221,8430
8534,8517
5903,8804
7318,8803
2846,7020
3923,8418
3912,6306
3905,3926
5303,5608
2803,8708
7404,7413
7502,8474
8446,6102
3915,6405
7301,8710
4205,6217
9014,8704
8112,8503
3202,4302
8112,9030
5307,4201
6005,5705
2812,7005
8445,6114
5501,5510
8535,8418
7505,8710
4002,8537
2513,8202
3817,2707
5205,5805
4601,5911
7317,8605
7205,8426
1704,1704
7214,9302
8113,8451
1207,3403
7404,8708
8460,8487
2808,2935
2824,7020
4812,4818
7222,8501
7206,8442
7325,7318
709,2106
8419,8403
6005,6217
7208,8463
9001,9008
3815,3210
9301,9306
9102,9104
2523,6808
5506,6001
8501,8478
4808,4808
8454,7408
3506,4804
4706,4810
8418,2105
1003,2208
1518,1806
7610,8702
8506,9105
5305,5607
2919,3006
7901,8702
1401,6502
5506,5608
5307,6505
8534,8531
3903,3210
4412,4412
5311,4819
8487,8438
8446,5701
3809,6109
5507,6206
7219,8304
2817,3824
201,202
5507,5407
7315,8449
7325,8483
7304,9305
6006,5703
5406,5404
5808,6217
2806,2915
7226,8406
7405,9113
7222,8530
8538,8535
2904,3811
3906,6208
9103,9101
7505,8802
2208,3303
7213,7309
3301,3003
9013,9007
2819,3206
5803,6216
5403,5705
9013,9031
4419,4421
7403,9111
8534,9106
5007,6205
7614,8607
8446,5808
5609,5810
7608,8477
3906,8513
8479,8706
3506,6813
5516,5806
5601,6114
8308,6108
3806,3405
7405,8454
8460,8466
7202,8708
7407,8543
7320,8607
5501,6206
7205,7307
7314,7321
2822,8533
8418,303
5903,8903
5809,6212
8102,8203
4407,4404
5807,6502
6903,8514
7204,7205
2301,2104
7326,8430
7208,8605
4805,4910
8421,2104
7605,8407
5603,8804
8533,9029
8207,8460
8526,8705
5603,9020
5103,5811
8445,5603
2709,8416
4819,4807
7806,8535
8458,9305
6808,6811
7215,8404
3203,6214
5811,6301
7902,8487
8487,7302
7204,8714
1007,2308
802,1508
7415,8707
3402,3405
8113,8487
7502,8461
5509,5507
2929,3204
5802,6405
8544,8539
4601,6506
3403,8453
7205,9307
2823,3213
3817,3911
9032,8441
7203,7304
3926,8542
7503,7223
3920,3917
5307,6006
8474,2517
2604,7502
5510,6404
3912,3920
7228,8605
511,210
201,1502
8208,9033
5005,5905
3208,8424
5910,8438
1214,101
8540,8529
5606,5805
6002,5910
1522,3403
7204,7304
8456,7114
8478,2402
1214,103
2306,3401
8109,6906
8208,4410
7312,7313
2602,7221
4008,4011
7326,7315
5112,5909
3102,1212
2804,8538
8311,8708
5810,6203
3102,202
1002,1104
7207,8805
3207,6911
7320,8451
5504,6004
1004,103
2501,307
1401,5609
3818,9031
8443,4819
2901,2942
2603,8302
5503,6002
5211,6206
3909,5906
8112,7202
2853,8506
7110,8540
5809,5808
8433,1007
7502,7501
7604,8451
7606,8709
8544,9032
5404,6305
1003,208
3920,3706
8464,2516
5104,6214
6805,8211
4823,4905
2606,8308
2823,3925
713,1902
7320,8448
7220,9111
6003,6117
5203,6117
3815,3826
7207,8436
8534,9107
7222,8715
5208,6203
8535,8502
1207,1509
9106,9105
5602,8451
4410,4415
3903,5406
8536,8501
7225,8473
7616,7118
3807,4410
5004,6209
9106,9101
8440,4901
7208,8907
6006,6304
5406,5803
7205,7320
5006,6114
5401,6212
6908,6913
809,2207
9031,8526
2303,2203
7601,9029
7005,8803
6006,5911
8504,8471
2501,3401
4418,4412
7218,8703
1401,5911
2834,3812
2942,2941
6902,8516
3201,4205
8109,6902
7227,8211
8479,8426
8503,8474
7212,8451
209,1517
9032,9026
7211,8408
9026,8415
4820,4817
6114,6303
7404,8415
8007,8215
7227,8707
8479,8802
8609,7310
8307,9020
4809,4902
7616,8513
7315,9303
5507,6211
8455,7109
7223,8435
8416,7211
7312,8712
7408,8407
3102,1004
7213,8901
7227,8203
1104,1904
5512,5810
8412,8428
1521,4821
7205,8407
7605,8544
3801,8532
5007,5810
2902,3704
3826,3403
7318,8903
3925,8436
7616,9305
7326,8308
5102,5802
5405,6502
8420,4113
7307,8905
8541,8803
5310,6215
5902,5801
6811,6808
8445,6112
7409,8426
7606,8906
2938,3305
1107,2309
3103,601
3903,8542
5203,5908
7419,8486
8707,8705
8477,8431
3404,4821
3816,6902
9026,8402
6112,6307
6404,6405
8501,8450
3601,3604
8105,8532
8003,8516
5308,4602
5507,5811
7220,8704
2602,7229
7305,7321
8482,8412
404,403
2519,8113
3907,8536
1504,1522
2604,8803
4206,9205
7220,8303
7902,8803
3810,7308
7306,8454
8419,8480
1902,2104
7220,8711
3505,3006
3904,6406
401,3501
6006,6104
2708,6813
1214,1214
7415,8603
8309,3303
2908,2908
2803,3923
3903,6406
5402,5802
6304,6302
5104,5805
7613,8468
7223,8609
6002,6107
2711,2910
3901,6111
7227,8457
7107,9114
7218,7317
3910,8534
7107,8301
2509,6811
3911,6401
7505,8536
2839,7001
3204,5805
3002,3822
4016,9020
8431,8476
5209,6307
5809,6207
3910,3209
2908,3215
3205,3004
8462,7606
7211,8716
8208,2516
8447,8448
5512,6601
7604,8716
7001,7008
2711,2714
8515,8431
7216,8204
101,4201
6814,8547
4806,4910
2815,7006
2606,8512
7606,8304
7801,8532
2906,3402
5802,5909
8102,8483
7308,7306
7326,9301
4805,4803
5209,6502
2704,8402
7320,8704
7224,8707
2806,3904
8474,7214
902,2101
8113,8417
8458,8455
2843,8486
5508,4205
2810,5911
4105,4112
2716,8535
7608,8604
7019,5907
7410,8542
4705,4910
8410,8479
7010,3808
5808,6504
5809,6206
7229,8516
2942,3907
5506,5907
3205,3809
8711,4012
8458,8454
703,2103
8532,8528
8480,7016
301,3503
4107,6602
8479,8464
7405,9307
3205,4903
7218,8422
2521,3816
2919,3210
5110,5909
3920,6201
7507,8710
7207,9306
7206,8509
5902,6116
7403,8411
7502,8533
3808,1006
7206,8609
2807,7905
5107,6405
8505,8428
3501,3006
5306,6205
6914,6908
5403,5510
7411,8426
3809,6112
4103,3503
7225,8427
9302,9305
209,1503
7507,9301
2908,3304
7209,8310
5308,6115
5106,6307
2812,2829
8463,8454
7502,8504
5508,6109
8417,6906
9029,8704
4010,8428
2619,7208
7227,7324
8104,8309
7411,8476
7315,7321
7227,7227
7325,7215
7207,8413
5210,6115
7605,8525
4911,4906
8543,8515
5001,6114
5108,6308
7606,8805
4601,6304
8441,4202
5205,6301
7604,8448
7312,8487
7326,8304
2839,3207
5206,5905
511,3101
3803,3814
7208,8455
7307,8410
5506,5803
7325,8204
4601,4601
7313,7314
3906,8418
5903,6201
8001,8515
8210,2005
8706,8703
3815,2910
2522,7006
6004,6006
8311,7228
8474,6803
7110,2843
7504,8543
7215,7325
8448,5310
4805,4809
5502,6214
7604,8205
7505,8604
7326,8504
3206,3205
5208,6115
2818,3207
6811,6810
1107,1901
9108,9101
3906,6203
7905,8603
7503,8214
5609,6106
7419,8207
7408,8805
8445,5106
2814,2834
2618,6902
4810,4817
7319,5204
7228,8448
7419,8405
8108,8461
7408,8476
5107,6106
5911,8907
3001,3005
4102,4115
8207,8703
7407,8468
7221,9307
2903,8424
6815,8545
7320,8428
8537,8512
3602,8429
7326,8716
7004,8475
7004,7020
2519,6914
8209,8208
8484,8409
7408,8906
2853,8542
9033,9012
3403,8482
710,2004
7307,8706
5109,5801
5502,5404
2841,3818
2850,3816
1108,2004
5515,5603
5108,5909
7210,8710
8532,8803
8447,6116
8455,7415
8545,8540
5609,5210
8458,8606
7901,8901
8483,8712
7406,8473
7214,8713
8455,7411
8460,7318
7208,7217
5212,5209
5104,6208
8417,7211
7508,7501
8503,8454
1522,1516
3103,1005
1212,2008
2811,3824
7205,7302
1207,3826
2817,2825
8474,3816
8445,5110
4002,5801
5512,6202
8308,6507
3801,8535
8533,8541
8479,8606
7604,8419
7401,7403
7616,8432
8547,8504
2304,105
7602,8473
8420,8712
2804,7016
7213,8608
5603,6507
8506,9101
5004,6207
4807,4808
5109,5701
3904,8716
2931,3207
7228,7320
7006,7007
2306,3101
8417,7407
3403,6004
2839,4811
5506,6103
5502,5803
5512,5803
7801,8803
5208,5810
6106,6112
7218,8302
5202,6214
4823,5311
2709,8502
2710,2713
2926,4015
7208,8902
3926,6108
8546,8418
8420,5802
9103,9110
8108,8539
5911,6404
7217,9301
8481,8479
2942,3213
8504,8530
2303,3101
2825,3601
7316,8902
7107,7114
5601,6210
1505,3006
8112,8803
4408,4416
5516,5811
5603,6405
5109,6504
7413,8301
7508,8714
2705,2716
6004,6305
3803,4411
3507,2106
5203,6205
8607,8702
708,1404
3102,2834
3212,3207
5302,6117
2503,3808
1503,1506
8413,1520
8479,8440
7221,8474
5601,6305
3906,8707
3912,3304
3105,3104
8409,8604
5402,5902
9032,8428
9010,3703
2511,6909
5106,5808
5515,6115
3204,6207
7214,7215
5105,5911
2309,104
2824,3811
7903,9302
2811,6903
4706,4812
7225,8431
7419,8903
3503,1601
4002,4002
6307,6109
7106,9112
7301,8606
3812,3812
2504,3210
7309,3826
2903,3813
7225,8908
809,812
2901,4002
7419,8516
3403,8446
8455,8410
7227,8202
3803,3305
7409,8306
2704,7212
5405,5901
7402,7412
5604,4601
8444,6212
5510,6212
5404,6404
7609,8705
8459,7304
4805,4911
7207,9304
7201,7316
7206,8466
5202,6302
7402,7405
5807,6304
8535,8538
7306,8457
4823,4911
7215,8205
7305,8704
5507,5606
7325,8418
2801,3604
5211,6502
5512,5608
1404,1401
3203,5901
9002,9031
7401,8504
8607,8603
3505,5904
7310,1515
2807,3102
7325,8210
2604,7506
8465,4414
7217,8213
7901,8403
7315,7305
8111,7226
2511,6906
7608,8310
7502,8507
8432,8436
6914,6904
2926,4014
5301,4823
8456,7020
8311,8906
3506,6306
7217,7316
7214,8302
5516,5908
7802,8515
2701,2803
5605,6502
3809,3703
5515,5802
8484,8418
8451,5406
3404,3919
5107,5703
2921,2937
3812,6405
3912,5602
7202,7320
7506,8707
5509,6102
408,1905
3809,6201
6002,6406
6108,6307
6907,6909
2827,7020
7218,7223
7229,8412
7207,8466
7306,8711
5801,4201
5906,8715
801,2006
7310,2807
5211,6207
8534,8471
3825,6807
5212,8715
8460,8483
7220,8215
8544,8503
7901,8429
4811,6813
5604,8804
8515,8708
2202,1704
2942,3210
2804,8540
8482,8519
7203,7118
5516,5602
3908,5911
5205,5209
2525,8547
8477,8436
7225,9301
8412,8905
8449,5905
4007,8706
511,2301
5201,5601
2924,3809
2850,8542
7505,8310
5205,6210
5810,6208
7211,7314
8533,8601
3925,8708
4016,8803
7407,8425
8439,4809
8458,8803
8444,5701
7405,7412
7206,8708
8505,8457
7004,7005
8101,8513
8419,3211
5503,6202
6004,6114
8311,3810
4101,4115
5204,6114
8515,7223
5402,6505
1506,2106
4421,9112
7222,7307
2918,2001
7411,9033
8417,1904
8449,5702
8511,8703
2510,2309
2823,3810
7901,8705
5404,6217
5403,5516
8451,6001
2820,7206
9114,9108
5210,6205
5109,5907
7201,7326
3926,8447
7410,8484
5601,5801
3201,4115
5604,5802
9104,8702
7228,8311
7206,8710
203,1501
2602,8113
2709,3904
5110,5801
2302,1101
5608,5608
2905,3904
7604,8903
6001,6104
8714,8512
7223,8422
5806,6308
8444,5609
7616,8705
7608,8303
3920,6202
5702,6304
7222,7308
5207,5806
6305,202
5405,8907
5508,6303
7608,8708
3906,5406
5505,6102
4811,4817
8003,8487
5401,6205
7404,8207
7111,8306
4411,4410
2840,6906
8456,8483
5509,5811
7325,8207
7325,7308
7229,8454
5201,3005
2501,1905
6005,6117
3901,4002
5609,5906
2908,3809
2808,3824
7201,7322
2834,3811
8112,8456
2528,3207
2513,4407
5001,6204
2849,6805
2602,6902
403,2106
2106,1904
2528,3211
8480,9111
8460,7308
7003,8512
5403,5803
7217,8203
2520,6905
8109,5605
5505,6105
502,6505
8420,4901
6205,5508
7318,7321
8425,8905
7419,7415
7224,8605
8112,3206
2608,8507
905,2007
8448,5514
4112,6602
7506,8702
5602,6216
6114,6103
7310,902
3206,3210
5308,5905
8413,8907
2932,3215
7206,7225
6117,6117
5604,6405
5310,5805
3601,9306
2932,3206
5604,6207
8112,8463
7404,8473
7307,7307
3901,8517
5801,5901
5104,6217
5508,6217
2839,3208
8462,7409
8501,8713
7616,8419
7214,8430
205,1601
3925,9003
3906,3917
4804,6813
6005,6115
9026,8421
8002,8311
4701,4801
2839,7016
3105,703
8482,8703
5502,5405
8451,5515
9021,8713
7608,8705
7216,8213
2841,3811
5401,5807
7107,9202
5605,6001
8455,8459
7218,9108
7206,8413
8102,9301
8307,8803
6305,305
6813,8407
7407,8402
8483,8901
3926,8704
3806,4823
3919,8523
7306,8433
7326,8907
8541,9010
8458,8412
3920,6404
6804,8460
3905,5801
2716,401
5210,5703
5604,4015
7407,8904
1805,1905
5603,5909
3204,3204
7804,7804
2506,7008
2601,7318
6002,6108
8445,5909
4005,6405
5107,5701
7206,8429
7413,8418
3906,3305
8307,8487
8444,5911
8209,8201
7216,7325
7406,8487
2922,3304
7219,7313
7305,8418
8105,8505
7215,8457
8441,3703
7309,8424
7411,8419
7404,8459
8407,8602
4704,4817
8479,9022
2927,3702
3824,3824
8482,8207
9033,9003
1603,2309
5109,5802
7404,9029
1102,1106
7223,8437
7419,8455
5907,8907
2827,3604
4421,6808
5111,6302
2716,7616
5205,6502
8802,8803
9107,8509
5201,6105
8433,1006
5505,6003
3818,9030
2811,2808
7227,8701
7211,8607
1505,5112
3916,9004
5606,6110
2708,2707
1102,2104
7326,8712
2832,2930
7210,7306
4801,4817
8455,7312
5607,4602
2808,3210
5609,6107
3906,3207
8473,8437
6805,8448
9303,9301
5303,5905
5606,5508
7325,8406
5303,6210
5603,6301
3301,3215
9013,9006
1213,1904
3404,4810
8447,6212
6210,6202
2609,8308
7411,8902
2207,3208
5406,6113
5204,6308
7219,9306
8458,7216
7306,7308
7901,8303
7501,8535
4701,4412
4004,8707
7113,9108
2824,7006
5513,6206
2820,7225
8420,6301
207,2104
3901,6117
7602,8205
8483,8702
7404,8413
7310,402
5007,5911
3908,8418
8458,7608
3402,3305
3809,5703
2914,3003
5507,5602
3809,5407
5006,5804
7305,7302
7202,7217
2617,7225
5516,5513
8311,7216
7606,9113
3902,6001
7601,8525
8417,7322
904,3302
9032,9011
4823,4813
2821,7307
3209,4414
5608,8907
2921,3506
5302,4808
2924,2937
7411,9027
8477,8483
4804,6805
803,2008
7212,8413
7218,8711
2915,3304
3104,804
8207,8453
9033,8522
5607,8905
3701,3705
7208,8458
7210,8482
7320,8201
2302,2104
7326,8605
8402,8438
1518,1503
3809,6405
3102,1210
7211,7318
7222,8438
7202,7304
8207,8461
3925,8707
5604,6206
1007,1901
8546,8504
8431,8414
5001,5606
3912,6813
8467,2515
5004,6203
8207,8480
2512,6905
7507,8903
7208,7308
2716,4807
7108,9302
3904,8803
5005,6211
6905,6904
8515,9301
4706,4706
2511,3824
5502,5701
3908,9021
106,2309
4015,6202
2619,7216
5605,6213
3206,5911
3919,3926
7107,9101
8444,5904
3809,6106
8707,8713
8526,9014
7215,7228
3306,3407
5501,5808
5309,6213
8544,8515
7320,8418
1005,105
3202,4112
3209,4418
7320,8420
8413,8435
5003,6104
5903,5703
5308,6308
4304,6116
8541,8704
2302,2106
7508,8208
3926,9107
7407,8532
8514,7207
2510,6914
3907,3918
6114,6212
7614,7610
8479,8519
5303,5601
2834,3808
3910,9018
7325,8405
5002,9202
2849,8113
8467,4418
4011,8713
5104,6303
5308,6117
4820,4823
5604,5810
3903,8513
4008,6507
8534,9026
3204,3809
8542,9026
6003,9113
8503,8701
5404,5401
2522,6808
7217,8413
7419,7405
5516,5408
3204,3212
3404,5906
7220,8709
3904,8428
9024,7419
5113,6304
3204,5904
8101,9305
7226,8301
2826,3207
2704,2803
8438,1803
8473,8446
7604,8501
7325,7307
8101,8468
6113,6114
8504,8537
7206,8208
7306,8709
7304,8708
505,6701
2813,3603
7318,8453
7222,9033
2504,6813
7905,8544
7502,8716
8473,8441
5806,6405
3906,8544
3101,811
5303,6201
8531,8702
3901,8715
1901,2309
8420,5207
2607,7109
7902,7225
8473,8407
8543,8705
1514,2103
8544,8502
5107,6105
9108,9102
6004,6212
4003,8704
3907,8483
8420,8487
2816,6907
5209,6301
4007,8903
3926,5904
5301,5601
7325,8479
7223,8901
5506,5514
2909,3814
7214,9303
6217,6207
3906,8528
5112,6504
7415,7415
2914,3307
2709,8406
8602,8603
7217,8424
2513,8203
7508,8113
2807,2910
1520,3215
8532,9006
2529,7020
7320,9021
7203,8455
805,814
3926,8422
3926,6102
4412,8907
8105,7118
3404,3305
5502,9001
3804,3215
4102,4205
5107,6003
2929,3105
5801,6203
5902,5905
7606,7616
3103,1006
4823,4803
7601,8479
7219,8609
7403,8506
2808,2915
7213,8907
4409,4415
5806,5811
5111,6207
8444,6213
7326,8484
7403,8517
2812,3818
8111,9301
9026,2710
6307,6504
4823,4202
7020,9027
5501,6307
5210,5810
7606,8411
8482,8602
3926,8716
7107,8539
7306,8609
3920,6303
7217,8604
8506,8525
6305,703
5003,5701
8454,8483
5907,6201
7614,9202
5501,5504
4004,3812
5801,6504
7614,7605
4011,8903
5403,6005
5810,6308
7801,8708
3917,8410
4005,8603
4401,4804
5204,5810
8468,7214
8311,7305
4801,4820
5408,5609
2843,8535
4407,9207
6113,6103
7203,8205
3203,6005
7206,8205
5511,6004
8456,8466
1508,2005
8438,8438
5201,6102
7216,8450
4822,5308
7218,8206
7602,8308
8501,8405
7010,8609
3901,3925
1205,1520
3201,8453
7205,9301
7229,8211
5007,6304
2601,7215
8482,8409
5601,5606
8002,8007
7318,8710
2818,7614
4702,3920
3809,5807
3903,5403
2824,3211
8529,8528
2814,2942
5810,6603
2845,2844
7215,7310
5604,8715
5310,5808
7609,7612
8447,5703
3913,3405
5501,6201
2602,7218
2805,9027
4413,4416
7309,1507
8432,1104
3702,9006
7405,8418
7901,7118
7202,7315
5204,6111
6804,9307
2849,6914
5806,6208
1507,3405
8477,4006
6108,6108
4009,8714
4105,8453
7616,8906
8420,5811
1301,3405
3926,6114
8434,404
3809,5408
7207,8537
2846,6903
8420,5209
9033,8440
3909,8518
7901,8535
7206,8605
7419,8701
5509,8804
6217,5807
8208,2515
5604,6305
2505,7019
7224,8454
4009,8412
6811,6813
7505,8482
8465,4501
2810,8532
3905,9113
2927,4809
3208,4421
5514,6304
7223,8468
7406,9112
1301,3215
8540,8534
8413,8481
3705,3707
2516,6802
7506,8454
7610,8905
8003,5605
5516,5907
2904,3208
7302,8607
8432,712
7222,8412
4805,4202
7419,8303
8475,7020
7318,9302
3810,7214
5308,5909
5402,6213
8483,8432
7217,8455
7009,8702
7304,8608
8515,7219
3203,6303
7206,7228
4002,8517
3301,3811
1504,3004
7606,8207
9101,9108
2816,6914
2705,8417
7228,8429
2502,7222
7206,8711
7216,8459
2810,8541
8203,7411
3906,3926
7501,7228
7604,8308
7228,8462
8001,8803
4113,9113
6002,6304
2824,6914
7229,8710
5911,5514
7901,8544
3903,3215
5212,5806
2928,3602
5509,5901
3208,3211
2601,7326
8424,3209
5003,5606
4403,4416
7228,7309
8514,8209
8477,3506
4707,4801
7105,9101
5911,5407
7008,8415
6005,6406
3205,6210
8470,8476
7305,8406
8902,306
8541,8703
8541,8418
2809,3818
7502,8409
6104,6307
7403,9108
5101,6115
7224,8467
8209,8467
8486,8525
7217,9111
8432,1005
2603,7405
5206,5802
5506,6201
4701,4909
8479,8450
8307,8424
2523,3816
2716,8463
6002,5803
3926,3922
8507,8903
7004,7013
7206,8307
7205,8306
3908,5603
5401,6003
8111,8501
2716,8418
907,3307
3201,4113
2530,6807
3818,8528
5507,5608
8420,4409
7616,8411
3910,8507
3206,3405
7204,7311
8535,8601
7229,8425
5401,5211
2907,3809
5105,6112
7210,8457
2826,7009
8908,7204
3904,8477
5516,6204
3908,6108
5006,6105
7502,8509
8477,4014
5103,6209
9001,9030
4002,5604
7227,8602
905,3303
8311,8424
3821,3002
2840,7020
4009,8473
8508,8510
4112,4202
2811,3818
5807,6212
3102,1007
7115,9205
5508,5810
7115,9114
7209,7311
7223,7302
8534,8476
3902,5603
7209,8211
7315,8402
4808,4902
5911,6002
6305,801
1506,210
8479,8417
7011,8528
8407,8803
5407,5810
5603,6306
2530,6914
7208,8426
4817,4820
2846,8113
4016,8715
7205,7309
4103,1601
3926,8519
7207,8207
8514,7214
7106,8536
7326,8214
8435,2207
7306,7310
2930,3812
9026,8403
203,1601
3908,5602
7315,8713
701,2001
5804,5810
2845,3822
5111,6301
7419,8436
2919,3824
7212,8308
3204,4909
3215,4910
7502,7504
2701,8514
7902,7904
7110,8454
3601,9304
7409,8427
2618,7223
8541,8535
3926,8525
7218,8210
8515,7114
5501,5907
5515,6601
8514,7409
8515,7412
7206,8309
2706,4005
8445,5112
3803,4811
5909,8424
2605,7228
7326,8451
2804,3206
5806,6108
2512,3405
5003,5007
7904,9111
8473,8455
2209,2205
9033,8605
5506,6301
6006,6116
8483,8703
7502,7118
7007,7020
208,2106
7227,8603
7202,8407
8480,8417
2849,8448
8412,8706
8405,8407
8544,8531
1521,3215
7615,8302
5801,5701
2942,3405
2802,3304
7801,9303
1704,1905
4407,8903
7503,7501
2811,3210
8544,8703
8477,6813
8419,8437
1520,3820
2518,8514
2921,5901
8448,6109
7214,8459
2711,2814
5004,5805
8421,5911
7207,7314
7211,8608
701,1404
3911,5402
5606,5901
209,3401
6813,8714
5510,6214
2907,3303
7220,8424
3902,5906
7410,8540
7903,7225
7004,9013
5903,6104
7209,8504
2849,8463
3211,3506
5201,6113
2514,6803
2008,2106
4016,6002
8424,8705
6813,8803
3206,603
3810,7307
5903,6216
1004,1904
3903,8477
7305,8515
7508,8431
5502,5806
8462,7317
6305,806
3203,5308
3213,3210
2816,6904
4001,4017
5405,4601
6111,6114
8102,8802
8444,6003
2614,9301
910,2106
2604,7222
8203,8303
5605,6507
4417,8453
4104,9113
2716,7003
7223,9306
4802,4907
4905,9014
3917,8901
2801,2931
7222,9307
5505,5806
3920,3924
4205,6406
5604,6004
7801,3604
7005,8903
3403,8448
8430,2515
5404,5908
2806,3921
8457,7113
5906,6211
5104,5606
3105,306
8408,8603
3203,4903
8480,7212
3805,3812
5604,5801
3926,8533
8479,8207
7216,8713
3911,3919
104,210
8463,8303
2819,8113
7223,8715
3906,5408
6117,6109
4005,5904
7326,8445
6909,8464
3910,3506
6907,6907
3926,3923
7215,8605
7608,8802
2302,1104
3912,5408
5605,6115
3203,5309
2701,6807
4301,6216
5202,6113
7301,8403
8487,8434
3908,6404
7603,7613
7310,3602
8476,2402
6210,6203
2919,3907
8417,2619
909,2205
7419,7408
2839,3506
8481,8418
5512,5910
7608,8412
4823,8439
4601,6308
7202,7316
5006,6201
7903,8301
8467,4408
7213,8708
7214,8709
2931,3809
7415,9111
8463,8482
8477,8484
5209,6212
5406,6214
3805,3814
8444,6306
7601,8716
7211,8901
5513,5810
7213,8473
3907,5402
5101,5111
8110,9305
8503,8514
2005,2002
3906,3921
3203,4901
2601,7313
7319,6212
1701,2008
2803,3801
7208,7305
8479,8509
7324,8901
8431,8405
8522,8519
7406,8451
4401,4406
5209,6205
1522,3405
3215,4902
4107,6217
7208,9302
4016,8506
8003,8518
7227,8905
7602,8908
9109,9107
7608,8606
7407,8714
7405,8302
7106,9103
7217,8431
3403,5905
7220,7315
2906,3819
2505,6912
6307,6111
2613,8113
8463,8473
3101,701
7205,8302
2839,5905
710,2005
7409,9202
7310,2007
2921,5905
5501,6005
3801,8480
6005,6110
8462,8303
6003,5909
8420,5210
1702,1904
106,1601
1505,6209
8546,8547
7109,7113
5302,5808
7214,8425
8534,8525
4409,4408
5101,6213
7019,9020
1503,1502
5606,6204
2706,3506
2846,8540
7320,8302
5504,6211
8459,8466
8486,8534
4002,4017
5210,5908
9109,9208
7212,7306
5005,5908
8444,6211
1514,1522
8462,8603
7204,8455
8506,8711
5906,9113
7616,8425
2849,8202
1516,1518
8437,1902
5504,6213
2815,2825
3906,8214
7319,5805
8462,8708
7217,8710
2942,2919
7010,3304
8445,5208
7216,8468
5503,6107
5512,6404
1602,410
8477,3917
4105,6403
5911,8445
5109,6208
8501,8515
7222,8310
7206,7221
2605,7224
7222,8206
8456,7006
2713,2714
7205,9302
5512,5908
6004,6203
7602,7616
7223,8605
9032,8603
2936,1601
6307,6507
9032,8439
3815,3920
7206,8479
8505,9033
5406,5608
7408,8506
3912,3814
3803,3307
8543,8535
2706,3204
7224,8905
8536,9008
7223,8515
8205,7008
7207,7326
5101,6304
6003,5911
4405,4807
8462,8702
7210,8438
7227,8463
7315,8430
8526,8906
5514,4201
2819,4107
7315,8427
1209,1404
5111,9113
5502,6004
6003,5810
2504,6804
4113,6506
7308,8425
1511,3406
1702,2205
7016,7008
8514,7221
5502,6704
6206,5810
2508,2508
3203,6213
2704,7214
5407,5401
7325,8501
7505,9301
2908,3923
5206,6205
8456,7108
8445,6111
5402,5607
8454,7308
2808,2905
8447,6001
8446,5402
8546,8542
5514,6406
2930,3006
3202,6701
5007,6307
9033,8473
2716,8437
3812,8704
5506,6213
8455,9305
2617,2607
5515,5401
7326,7219
7504,8516
2522,6907
8457,9112
8539,9027
7316,8906
5209,6304
8546,8607
3601,3603
3402,3809
3206,4821
3204,3401
4701,4805
5301,6203
8442,4905
3806,3215
4015,6217
7311,8481
2815,3204
904,2104
2615,7228
8443,8442
501,6203
7222,8214
2826,3818
2604,7227
306,2104
5004,5907
8544,8512
7419,8519
5408,6216
7401,8536
6307,6116
7213,7314
5111,5705
5601,6110
5605,5606
8449,6501
7203,8426
5402,5211
7202,8901
6006,6006
5906,6303
7801,3603
3506,3919
8455,8473
7216,8207
9002,8517
2529,7018
2911,3811
8507,8901
3603,9301
6812,6811
4002,8428
8456,7412
5104,5113
3906,6001
2840,6908
3815,3908
5302,5704
5602,6303
2803,4006
7605,8309
7219,6603
7405,8402
7204,8215
1804,2106
3902,6101
8482,8713
1212,2007
2809,2919
801,2007
3507,3504
8534,8422
3913,3914
4811,4909
9033,9108
2716,8462
5506,5210
8449,6506
5911,8605
8101,8514
5605,6208
7222,8602
7213,7217
3912,5901
5112,6308
7215,8705
7401,7402
2849,6907
5101,6112
7218,8212
7221,7305
5506,5407
7415,8903
5903,6212
8538,8472
2806,2942
8701,704
1003,2104
7325,8403
7504,7224
5002,6103
807,811
7610,8903
2827,3810
4405,4415
8446,6204
2911,3215
3103,1214
4002,3405
8484,8437
7210,8458
7406,8536
8546,8539
7113,7114
8540,9027
7219,9033
5902,5607
5512,6117
7303,8701
2505,7003
7505,8462
7326,7213
7616,8702
2716,8446
3907,9002
5303,6104
8108,8706
2512,7005
7019,6507
9113,9108
3920,8535
2919,3811
7605,8536
8460,8455
7222,8476
6001,6304
2923,3506
7229,8426
7404,8481
3908,8547
7216,8432
7312,8436
5105,6205
8708,8704
7207,8406
2808,3808
7217,8428
3302,2203
5511,5804
8451,6309
4806,8439
2511,6907
4819,4903
5905,5901
7303,8473
5510,6203
4101,4104
5902,5403
2915,3214
4102,6406
7217,9202
7315,8481
7215,8425
4007,8703
7410,8714
4002,8407
8103,8207
5405,6406
8482,8605
7203,7225
5604,6005
